Year,variable,method,value,parameter_value,growth_rate
2026,effective_tax_rate,cagr,0.1,-0.16,-0.16
2027,effective_tax_rate,cagr,0.08,-0.16,-0.16
2028,effective_tax_rate,cagr,0.07,-0.16,-0.16
2029,effective_tax_rate,cagr,0.06,-0.16,-0.16
2030,effective_tax_rate,cagr,0.05,-0.16,-0.16
2031,effective_tax_rate,cagr,0.04,-0.16,-0.16
2032,effective_tax_rate,cagr,0.03,-0.16,-0.16
2033,effective_tax_rate,cagr,0.03,-0.16,-0.16
2034,effective_tax_rate,cagr,0.02,-0.16,-0.16
2025,effective_tax_rate,slope,0.14,-0.03,-0.05
2026,effective_tax_rate,slope,0.11,-0.03,-0.21
2027,effective_tax_rate,slope,0.08,-0.03,-0.27
2028,effective_tax_rate,slope,0.05,-0.03,-0.38
2029,effective_tax_rate,slope,0.02,-0.03,-0.6
2030,effective_tax_rate,slope,-0.01,-0.03,-1.52
2031,effective_tax_rate,slope,-0.04,-0.03,2.91
2032,effective_tax_rate,slope,-0.07,-0.03,0.74
2033,effective_tax_rate,slope,-0.1,-0.03,0.43
2034,effective_tax_rate,slope,-0.13,-0.03,0.3
2025,effective_tax_rate,man_inp_growth,0.15,0.05,0.05
2026,effective_tax_rate,man_inp_growth,0.16,0.05,0.05
2027,effective_tax_rate,man_inp_growth,0.17,0.05,0.05
2028,effective_tax_rate,man_inp_growth,0.17,0.05,0.05
2029,effective_tax_rate,man_inp_growth,0.18,0.05,0.05
2030,effective_tax_rate,man_inp_growth,0.19,0.05,0.05
2031,effective_tax_rate,man_inp_growth,0.2,0.05,0.05
2032,effective_tax_rate,man_inp_growth,0.21,0.05,0.05
2033,effective_tax_rate,man_inp_growth,0.22,0.05,0.05
2034,effective_tax_rate,man_inp_growth,0.23,0.05,0.05
2025,ReinvestmentRate,cagr,,,
2026,ReinvestmentRate,cagr,,,
2027,ReinvestmentRate,cagr,,,
2028,ReinvestmentRate,cagr,,,
2029,ReinvestmentRate,cagr,,,
2030,ReinvestmentRate,cagr,,,
2031,ReinvestmentRate,cagr,,,
2032,ReinvestmentRate,cagr,,,
2033,ReinvestmentRate,cagr,,,
2034,ReinvestmentRate,cagr,,,
2025,ReinvestmentRate,slope,0.17,0.1,-3.28
2026,ReinvestmentRate,slope,0.28,0.1,0.59
2027,ReinvestmentRate,slope,0.38,0.1,0.37
2028,ReinvestmentRate,slope,0.49,0.1,0.27
2029,ReinvestmentRate,slope,0.59,0.1,0.21
2030,ReinvestmentRate,slope,0.69,0.1,0.18
2031,ReinvestmentRate,slope,0.8,0.1,0.15
2032,ReinvestmentRate,slope,0.9,0.1,0.13
2033,ReinvestmentRate,slope,1.0,0.1,0.12
2034,ReinvestmentRate,slope,1.11,0.1,0.1
2025,ReinvestmentRate,man_inp_growth,-0.08,0.05,0.05
2026,ReinvestmentRate,man_inp_growth,-0.08,0.05,0.05
2027,ReinvestmentRate,man_inp_growth,-0.09,0.05,0.05
2028,ReinvestmentRate,man_inp_growth,-0.09,0.05,0.05
2029,ReinvestmentRate,man_inp_growth,-0.1,0.05,0.05
2030,ReinvestmentRate,man_inp_growth,-0.1,0.05,0.05
2031,ReinvestmentRate,man_inp_growth,-0.11,0.05,0.05
2032,ReinvestmentRate,man_inp_growth,-0.11,0.05,0.05
2033,ReinvestmentRate,man_inp_growth,-0.12,0.05,0.05
2034,ReinvestmentRate,man_inp_growth,-0.13,0.05,0.05
2025,FCFF,cagr,11243637766.0,0.15,0.15
2026,FCFF,cagr,12930183431.0,0.15,0.15
2027,FCFF,cagr,14869710946.0,0.15,0.15
2028,FCFF,cagr,17100167588.0,0.15,0.15
2029,FCFF,cagr,19665192726.0,0.15,0.15
2030,FCFF,cagr,22614971635.0,0.15,0.15
2031,FCFF,cagr,26007217380.0,0.15,0.15
2032,FCFF,cagr,29908299987.0,0.15,0.15
2033,FCFF,cagr,34394544985.0,0.15,0.15
2034,FCFF,cagr,39553726732.0,0.15,0.15
2025,FCFF,slope,9547132112.0,1184573001.0,-0.02
2026,FCFF,slope,10731705112.0,1184573001.0,0.12
2027,FCFF,slope,11916278113.0,1184573001.0,0.11
2028,FCFF,slope,13100851114.0,1184573001.0,0.1
2029,FCFF,slope,14285424114.0,1184573001.0,0.09
2030,FCFF,slope,15469997115.0,1184573001.0,0.08
2031,FCFF,slope,16654570116.0,1184573001.0,0.08
2032,FCFF,slope,17839143117.0,1184573001.0,0.07
2033,FCFF,slope,19023716117.0,1184573001.0,0.07
2034,FCFF,slope,20208289118.0,1184573001.0,0.06
2025,FCFF,man_inp_growth,10265930134.0,0.05,0.05
2026,FCFF,man_inp_growth,10779226641.0,0.05,0.05
2027,FCFF,man_inp_growth,11318187973.0,0.05,0.05
2028,FCFF,man_inp_growth,11884097372.0,0.05,0.05
2029,FCFF,man_inp_growth,12478302240.0,0.05,0.05
2030,FCFF,man_inp_growth,13102217352.0,0.05,0.05
2031,FCFF,man_inp_growth,13757328220.0,0.05,0.05
2032,FCFF,man_inp_growth,14445194631.0,0.05,0.05
2033,FCFF,man_inp_growth,15167454362.0,0.05,0.05
2034,FCFF,man_inp_growth,15925827081.0,0.05,0.05
2025,FCFE,cagr,10246587766.0,0.15,0.15
2026,FCFE,cagr,11783575931.0,0.15,0.15
2027,FCFE,cagr,13551112321.0,0.15,0.15
2028,FCFE,cagr,15583779169.0,0.15,0.15
2029,FCFE,cagr,17921346044.0,0.15,0.15
2030,FCFE,cagr,20609547951.0,0.15,0.15
2031,FCFE,cagr,23700980143.0,0.15,0.15
2032,FCFE,cagr,27256127165.0,0.15,0.15
2033,FCFE,cagr,31344546240.0,0.15,0.15
2034,FCFE,cagr,36046228176.0,0.15,0.15
2025,FCFE,slope,9547132112.0,1184573001.0,0.07
2026,FCFE,slope,10731705112.0,1184573001.0,0.12
2027,FCFE,slope,11916278113.0,1184573001.0,0.11
2028,FCFE,slope,13100851114.0,1184573001.0,0.1
2029,FCFE,slope,14285424114.0,1184573001.0,0.09
2030,FCFE,slope,15469997115.0,1184573001.0,0.08
2031,FCFE,slope,16654570116.0,1184573001.0,0.08
2032,FCFE,slope,17839143117.0,1184573001.0,0.07
2033,FCFE,slope,19023716117.0,1184573001.0,0.07
2034,FCFE,slope,20208289118.0,1184573001.0,0.06
2025,FCFE,man_inp_growth,9355580134.0,0.05,0.05
2026,FCFE,man_inp_growth,9823359141.0,0.05,0.05
2027,FCFE,man_inp_growth,10314527098.0,0.05,0.05
2028,FCFE,man_inp_growth,10830253453.0,0.05,0.05
2029,FCFE,man_inp_growth,11371766126.0,0.05,0.05
2030,FCFE,man_inp_growth,11940354432.0,0.05,0.05
2031,FCFE,man_inp_growth,12537372153.0,0.05,0.05
2032,FCFE,man_inp_growth,13164240761.0,0.05,0.05
2033,FCFE,man_inp_growth,13822452799.0,0.05,0.05
2034,FCFE,man_inp_growth,14513575439.0,0.05,0.05
2024,Revenue,ttm,21638000000.0,,
2024,EBITDA,ttm,9696000000.0,,
2024,Net Income,ttm,7847000000.0,,
2024,FCF,ttm,7509000000.0,,
2024,Depreciation And Amortization,ttm,416000000.0,,
2024,Total Debt,ttm,143000000.0,,
2024,Cash,ttm,1619000000.0,,
2024,CapEx,ttm,-330000000.0,,
2024,Operating Cash Flow,ttm,7839000000.0,,
2024,Net Debt,ttm,-1476000000.0,,
2024,Current Assets,ttm,4037000000.0,,
2024,Current Liabilities,ttm,756000000.0,,
2024,Delta WC,ttm,-724000000.0,,
2024,Tax Provision,ttm,1312000000.0,,
2024,Pretax Income,ttm,9159000000.0,,
2024,Change in Debt,ttm,-867000000.0,,
2024,effective_tax_rate,ttm,0.14,,
2024,ReinvestmentRate,ttm,-0.08,,
2024,FCFF,ttm,9777076318.0,,
2024,FCFE,ttm,8910076318.0,,
